,Comment,Emotion
5335,think feeling insulted good thing maybe felt insulted made clear someone attacks racial religious slur even though aimed personally made comment might learn something,anger
5336,feel like ive held back lot summer soccer mom trusting,joy
5337,feel afraid abandoned,fear
5338,im biannual mammogram although know hurts im feeling unusually apprehensive,fear
5339,feel terribly unkind say span style font size,anger
5340,watch gather little blocks tuck belly like little red hen coo cuddle soft baby doll look interest babies help feel thrilled firstborn,joy
5341,feel really successful fact read series books summer actually counted challenge finishing six total series,joy
5342,used think men needed women like respect friends family order feel respected,joy
5343,secretly well guess secretly anymore feel insecure time want learn come common ground,fear
5344,feel distraught right,fear
5345,starting feel little bitchy point,anger
5346,feel intimidated college people home,fear
5347,feel dangerous people dismissing disconnects considering trials equal physical hardships revered pioneers,anger
5348,need take advice advice many many writers admire get butt chair every day even youre feeling distracted stressed whatever,anger
5349,feel ive answered questions shes pretty trusting part,joy
5350,decided one lesson enough practise fair say feeling slightly apprehensive walking nursery slopes,fear
5351,feel acclimated like finally part organization rather timid observer,fear
5352,ive never huge holiday person definitely feel festive hopeful willing celebrate others joys,joy
5353,feel guys insulted ill treated lathi charged grounds,anger
5354,im feeling bit less anxious im actually starting look forward challenge big event,fear
5355,im feeling peaceful im happy dont anymore scabi im verona final week,joy
5356,must feeling rich,joy
5357,dont know guys certainly feel fabulous,joy
5358,think feeling symptoms cold headaches last couple days,anger
5359,spent vacation school feeling confused heartbroken,fear
5360,feel bit tortured right,fear
5361,able help chai lifeline support encouragement great feeling glad able help,joy
5362,feel almost outraged crap day fall favourite days,anger
5363,feel cold spots,anger
5364,feel frustrated impatient,anger
5365,feeling bit rushed kitchen cleaned mixed blender find works well provided butter really cold dont pulse,anger
5366,feel less doubtful towards person sincerity rebuilding relationship,fear
5367,would feel speech successful uplifting gives props graduating class,joy
5368,lectures,joy
5369,chose go gut feeling think amused laetshi easily flustered type probably said something,joy
5370,feeling thankful warm sunshine crisp autumn air bright fall colors,joy
5371,feel lot would accepted emotional side wanted,joy
5372,im feeling weird,fear
5373,feel sure new necklace come afternoon beach combing,joy
5374,feel sooooooooooo fucked moment,anger
5375,feeling irritable grumpy today came home lunch took nap,anger
5376,want people feel brave want society accept us disabled people amongst us deserve dignity respect shunned laughed,joy
5377,ive gained wieght really would like lose pounds feel like ive finally gotten acceptable happy place,joy
5378,feel excited something soley video,joy
5379,feel like perfect w see youtube influences even know trends,joy
5380,miss yall miss comments feedback feel little resentful id shut due bad apples folks dont understood much might baffled well lives,anger
5381,hate asking feel reluctant tries kiss,fear
5382,say unsure feeling insecure others think,fear
5383,feel nervous hes control pretty soon,fear
5384,see forms havent yet feel agitated,anger
5385,seeing neurosurgeons document conversations regarding safety patients relationships whether feel threatened,fear
5386,got walk rain feel triumphant nature rain boots pink rain coat,joy
5387,walked dawn treader feeling fairly skeptical walked three great books one hardcover book japanese picked mom,fear
5388,predict takes deal situation feel safe,joy
5389,feel anybody got angry awkward silence,anger
5390,know feel feel absolutely terrified overwhelmed desire like cry drink beer prey maybe find way make lyrics work within thought process,fear
5391,feeling cold wet time,anger
5392,know im feeling agitated side effect high dose,fear
5393,stopped feeling mad machine stole money chose instead feel grateful clothes wash first place,anger
5394,remember feeling really terrified brazil bus going steep mountain hills side mountain middle big storm wondering going fall,fear
5395,feel strongly could helping people unsure within us,fear
5396,love wearing new shoes feel glamourous get pair designer shoes love box trimmings come,joy
5397,feel virtuous made dinner tonight,joy
5398,unwanted attention paid place work harrassment sexual harrassment another worker disgusted implications,anger
5399,feel like distraught lost,fear
5400,spent game feeling unsure needed mostly feeling completely lost,fear
5401,feel like hostile toward others fail nice,anger
5402,feel scared father suddenly opens door,fear
5403,im feeling uptight right,fear
5404,feel violent something today,anger
5405,feel like making stubborn battle wills,anger
5406,thinks chiefs ccw yanked state feel threatened,fear
5407,felt control hated feeling felt control hated hating hated got worse walking work haze trying curl pavement,anger
5408,uploaded put link previous post good six days feel gracious enough upload,joy
5409,explain areas feel vital successful experience pinpoint plan assess areas,joy
5410,feel getting agitated constant noise chatter,fear
5411,im really write whats brain want read tell im crazy stupid boring awesome genius feel free,joy
5412,good news share feels amazing able sit feel relief sunshine,joy
5413,feel divine presence merge mine,joy
5414,sit deck soak warmth sun sometimes feels ok world still standing even though,joy
5415,expert nutrition diet planning eat feel strong keep energy level,joy
5416,appreciate feels strange sitting around packing move close,fear
5417,feeling rushed overwhelmed perfect house brain explodes proper decision making skills get lost debris,anger
5418,feel energetic motivated,joy
5419,feel irritated everything,anger
5420,feel became frightened thought putting best foot forward,fear
5421,feel frightened anxious,fear
5422,feeling pressured,fear
5423,went movie feeling skeptical slightly nervous going disappointed,fear
